Price,Beds,Baths,Price_per_sqft,Type,Yr_Built,Zipcode,City,Sqft_lot,Sqft_liv,High_school_rating,Middle_school_rating,Elementary_School_Rating,Heating,Cooling,Fireplace,View
348000,2.0,1.75,326,Condo/Townhome/Row Home/Co-Op,1980,98034,Kirkland,7.37,1066.0,8,5,7, Baseboard,,Fireplace(s): Yes,View: Yes
348000,2.0,1.75,326,Condo/Townhome/Row Home/Co-Op,1980,98034,Kirkland,7.37,1066.0,8,5,7, Baseboard,,Fireplace(s): Yes,View: Yes
334995,3.0,1.75,262,Single Family Home,1969,98042,Covington,5200.0,1280.0,5,4,3," Forced Air, High Efficiency, I",,Fireplace(s): Yes,View: Yes
498000,2.0,1.0,489,Condo/Townhome/Row Home/Co-Op,1989,98144,Seattle,7997.0,1019.0,6,5,4, Forced Air,,,View: Yes
579000,4.0,2.5,263,Single Family Home,1999,98058,Renton,5227.0,2200.0,5,5,6," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
749000,6.0,4.5,151,Single Family Home,1964,98030,Kent,0.59,4960.0,5,5,6," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
519950,3.0,3.25,347,Single Family Home,2006,98126,Seattle,1441.0,1500.0,3,6,3, Forced Air,,Fireplace(s): Yes,View: Yes
1060000,5.0,2.75,352,Single Family Home,2014,98006,Bellevue,5779.0,3010.0,6,5,7, Forced Air,,Fireplace(s): Yes,
799000,4.0,2.5,316,Single Family Home,1994,98045,North Bend,0.75,2530.0,9,6,6, Forced air heat," Central A/C, Ceiling fan(s)",Fireplace(s): Yes,
415000,2.0,2.0,363,Condo/Townhome/Row Home/Co-Op,1969,98052,Redmond,,1143.0,9,8,8, Electric heat,,,View: Yes
560888,3.0,3.25,385,Single Family Home,2005,98177,Seattle,1742.0,1458.0,5,6,3," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
415900,3.0,1.75,279,Single Family Home,1978,98030,Kent,0.25,1490.0,5,4,7,, Central A/C,,
764950,3.0,2.25,377,Single Family Home,1974,98075,Sammamish,0.23,2027.0,7,8,8, Forced Air,,Fireplace(s): Yes,
799950,4.0,2.5,332,Single Family Home,1962,98133,Shoreline,7841.0,2410.0,5,7,7," Forced air heat,Natural gas heat",,,
1600,2.0,1.0,,,,98058,Renton,,787.0,8,6,6, Electric heat,,,
790000,3.0,2.5,371,Single Family Home,1996,98028,Kenmore,0.26,2130.0,7,6,7," Forced air heat,Natural gas heat",,Fireplace(s): Yes,
399950,3.0,1.0,276,Single Family Home,1940,98168,Seattle,9375.0,1450.0,7,3,2, Forced Air,,,
585000,4.0,2.75,214,Single Family Home,1966,98022,Enumclaw,1.0,2730.0,5,5,7," Forced Air,Heat Pump,Other-See Remarks", Central A/C,,View: Yes
1275000,3.0,2.5,574,Single Family Home,1923,98119,Seattle,6098.0,2220.0,9,7,9," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
2325000,4.0,2.25,770,Single Family Home,1979,98039,Medina,0.38,3020.0,8,6,9," Electric heat,Forced air heat,Natural gas heat",,,
925000,2.0,2.5,540,Condo/Townhome/Row Home/Co-Op,1997,98116,Seattle,,1714.0,5,7,9," Electric heat,Fireplace insert,Forced air heat",,Fireplace(s): Yes,
585000,1.0,1.25,731,Single Family Home,2018,98144,Seattle,4356.0,800.0,7,5,3, Electric heat,,,
684950,5.0,2.75,244,Single Family Home,2018,98178,Tukwila,0.23,2802.0,3,3,3," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
596789,1.0,1.0,593,Condo/Townhome/Row Home/Co-Op,2001,98004,Bellevue,,1006.0,8,6,7," Electric heat,Natural gas heat",,Fireplace(s): Yes,
949000,4.0,2.5,359,Single Family Home,2004,98075,Sammamish,6534.0,2641.0,7,8,9, Forced air heat," Central A/C, Ceiling fan(s)",Fireplace(s): Yes,
635000,4.0,2.0,297,Single Family Home,2008,98042,Kent,0.8,2140.0,5,4,8, Forced Air,,Fireplace(s): Yes,View: Yes
979900,3.0,2.25,565,Single Family Home,2014,98199,Seattle,1307.0,1735.0,9,7,9," Electric heat,Natural gas heat",,,View: Yes
750000,1.0,1.0,1089,Condo/Townhome/Row Home/Co-Op,2009,98101,Seattle,,689.0,7,NR,2," Electric heat,Forced air heat", Central A/C,Fireplace(s): Yes,View: Yes
689900,3.0,2.75,416,Condo/Townhome/Row Home/Co-Op,2015,98074,Sammamish,,1657.0,9,9,9," Electric heat,Forced air heat,Natural gas heat",,,
779000,4.0,2.25,351,Single Family Home,1959,98126,Seattle,4356.0,2220.0,3,6,5," Forced air heat,Oil heat",,,
8288000,5.0,7.5,705,Single Family Home,2006,98008,Bellevue,0.48,11750.0,8,4,9," Natural gas heat,Radiant heat", Central A/C,,View: Yes
434000,3.0,2.5,292,Single Family Home,2011,98038,Maple Valley,3920.0,1484.0,9,NR,7," Forced air heat,Natural gas heat",,,
775000,1.0,1.0,844,Condo/Townhome/Row Home/Co-Op,2006,98121,Seattle,,918.0,7,NR,2," Electric heat,Forced air heat", Central A/C,Fireplace(s): Yes,
585000,1.0,1.25,731,Condo/Townhome/Row Home/Co-Op,2018,98144,Seattle,,800.0,7,5,3, Electric heat,,,
5348000,6.0,4.75,896,Single Family Home,2005,98008,Bellevue,0.98,5970.0,8,4,9, Electric heat," Central A/C, Ceiling fan(s)",,View: Yes
855000,2.0,1.75,602,Single Family Home,2018,98107,Seattle,1307.0,1420.0,9,6,6," Electric heat,Heat pump,Natural gas heat",,,
474990,3.0,2.5,159,Single Family Home,2007,98042,Kent,4792.0,2988.0,5,4,8," Forced air heat,Natural gas heat",,,
1088000,5.0,3.25,399,Condo/Townhome/Row Home/Co-Op,1906,98144,Seattle,,2727.0,7,5,3," Electric heat,Heat pump,Natural gas heat",,,
699000,3.0,3.0,419,Condo/Townhome/Row Home/Co-Op,2001,98052,Redmond,,1667.0,10,8,6," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
664950,3.0,2.75,374,Single Family Home,1977,98034,Kirkland,7841.0,1780.0,8,7,9, Natural gas heat,,,
475000,2.0,1.75,411,Condo/Townhome/Row Home/Co-Op,2002,98075,Sammamish,,1156.0,7,9,9," Electric heat,Natural gas heat,Radiant heat",,,
635000,4.0,2.0,297,Single Family Home,2008,98042,Kent,0.8,2140.0,5,4,8, Forced Air,,Fireplace(s): Yes,View: Yes
