Price,Beds,Baths,Price_per_sqft,Type,Yr_Built,Zipcode,City,Sqft_lot,Sqft_liv,High_school_rating,Middle_school_rating,Elementary_School_Rating,Heating,Cooling,Fireplace,View
435000,3.0,2.5,290,Single Family Home,2018,98178,Tukwila,3485.0,1500.0,3,3,3," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
435000,3.0,2.5,290,Single Family Home,2018,98178,Tukwila,3485.0,1500.0,3,3,3," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
865000,3.0,2.0,335,Single Family Home,1945,98155,Lake Forest Park,0.58,2580.0,5,6,7,,,,
985000,4.0,1.75,359,Single Family Home,1947,98125,Seattle,0.28,2740.0,6,8,5," Natural gas heat,Radiant heat",,,View: Yes
800000,2.0,2.0,584,Condo/Townhome/Row Home/Co-Op,2002,98119,Seattle,,1371.0,9,7,9," Electric heat,Forced air heat", Central A/C,Fireplace(s): Yes,
820000,3.0,3.25,374,Single Family Home,1999,98034,Kirkland,5227.0,2190.0,8,7,7," Electric heat,Forced air heat", Central A/C,Fireplace(s): Yes,
439000,3.0,1.75,344,Condo/Townhome/Row Home/Co-Op,1980,98034,Kirkland,,1275.0,8,5,7," Baseboard heater(s),Electric heat",,,
2890000,4.0,4.5,649,Single Family Home,2018,98033,Kirkland,8276.0,4452.0,9,9,8," Electric heat,Forced air heat", Central A/C,,
1150000,3.0,1.75,553,Single Family Home,1938,98115,Seattle,6098.0,2080.0,10,8,7," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
695000,3.0,2.0,466,Single Family Home,1926,98115,Seattle,2178.0,1490.0,10,8,7," Forced air heat,Natural gas heat",,Fireplace(s): Yes,
479950,4.0,2.5,232,Single Family Home,1971,98178,Seattle,7405.0,2070.0,3,3,3," Forced air heat,Oil heat",,Fireplace(s): Yes,
3650000,4.0,5.25,534,Single Family Home,2003,98056,Renton,0.26,6840.0,6,5,7," Electric heat,Forced air heat", Central A/C,,View: Yes
275000,3.0,1.0,233,Single Family Home,1914,98022,Enumclaw,6970.0,1180.0,5,6,3," Forced air heat,Natural gas heat", Ceiling fan(s),,
945200,2.0,,844,1939,,98112,Seattle,4100.0,1120.0,7,7,8,,,Fireplace: Yes,
788000,3.0,2.0,592,Single Family Home,2018,98107,Seattle,1248.0,1330.0,9,6,6,,,,
449950,3.0,3.0,285,Single Family Home,1997,98014,Carnation,9583.0,1580.0,9,6,5, Electric heat,,,
3150000,4.0,5.5,497,Single Family Home,1977,98177,Seattle,1.57,6338.0,,,," Electric heat,Forced air heat,Natural gas heat",,,
1398000,4.0,2.25,728,Single Family Home,1957,98040,Mercer Island,7841.0,1920.0,10,8,9," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
869990,5.0,,269,single_family,,98045,North Bend,,3229.0,9,6,5,,,,
255499,5.0,,81,single_family,,98045,North Bend,,3136.0,9,6,5,,,,
151999,3.0,,97,single_family,,98045,North Bend,,1560.0,9,6,5,,,,
232499,3.0,,85,single_family,,98045,North Bend,,2734.0,9,6,5,,,,
273999,4.0,,85,single_family,,98045,North Bend,,3217.0,9,6,5,,,,
162499,3.0,,94,single_family,,98045,North Bend,,1736.0,9,6,5,,,,
209999,5.0,,84,single_family,,98045,North Bend,,2512.0,9,6,5,,,,
1194990,5.0,,365,single_family,,98029,Issaquah,,3275.0,7,9,9,,,,
821990,3.0,,411,single_family,,98008,Bellevue,,2002.0,8,4,3,,,,
199499,4.0,,88,single_family,,98045,North Bend,,2256.0,9,6,5,,,,
171999,3.0,,94,single_family,,98045,North Bend,,1833.0,9,6,5,,,,
216499,3.0,,91,single_family,,98045,North Bend,,2382.0,9,6,5,,,,
1094990,4.0,,372,single_family,,98029,Issaquah,,2943.0,7,9,9,,,,
1299990,4.0,,403,single_family,,98029,Issaquah,,3226.0,8,7,6,,,,
459000,3.0,,,single_family,,98023,Federal Way,,0.0,,,,,,,
1359995,5.0,,326,single_family,,98074,Sammamish,,4173.0,9,9,8,,,,
126999,2.0,,116,single_family,,98045,North Bend,,1094.0,9,6,5,,,,
223499,4.0,,84,single_family,,98045,North Bend,,2659.0,9,6,5,,,,
150999,3.0,,89,single_family,,98045,North Bend,,1702.0,9,6,5,,,,
547990,4.0,,257,single_family,,98031,Kent,,2136.0,8,4,5,,,,
642950,4.0,,258,single_family,,98058,Renton,,2494.0,8,6,7,,,,
145999,4.0,,98,single_family,,98045,North Bend,,1485.0,9,6,5,,,,
839950,5.0,3.75,229,Single Family Home,2018,98058,Renton,4792.0,3664.0,,,,,,Fireplace(s): Yes,
951995,5.0,,284,single_family,,98011,Bothell,,3356.0,9,6,6,,,,
924500,4.0,,360,single_family,,98177,Shoreline,,2566.0,5,7,8,,,,
215499,4.0,,88,single_family,,98045,North Bend,,2449.0,9,6,5,,,,
854990,5.0,,276,single_family,,98045,North Bend,,3093.0,9,6,5,,,,
141999,3.0,,106,single_family,,98045,North Bend,,1340.0,9,6,5,,,,
195999,4.0,,81,single_family,,98045,North Bend,,2432.0,9,6,5,,,,
145999,2.0,,113,single_family,,98045,North Bend,,1291.0,9,6,5,,,,
310499,4.0,,89,single_family,,98045,North Bend,,3495.0,9,6,5,,,,
811990,4.0,,250,single_family,,98045,North Bend,,3244.0,9,6,5,,,,
130499,3.0,,109,single_family,,98045,North Bend,,1192.0,9,6,5,,,,
435000,3.0,2.5,290,Single Family Home,2018,98178,Tukwila,3485.0,1500.0,3,3,3," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
865000,3.0,2.0,335,Single Family Home,1945,98155,Lake Forest Park,0.58,2580.0,5,6,7,,,,
985000,4.0,1.75,359,Single Family Home,1947,98125,Seattle,0.28,2740.0,6,8,5," Natural gas heat,Radiant heat",,,View: Yes
800000,2.0,2.0,584,Condo/Townhome/Row Home/Co-Op,2002,98119,Seattle,,1371.0,9,7,9," Electric heat,Forced air heat", Central A/C,Fireplace(s): Yes,
820000,3.0,3.25,374,Single Family Home,1999,98034,Kirkland,5227.0,2190.0,8,7,7," Electric heat,Forced air heat", Central A/C,Fireplace(s): Yes,
439000,3.0,1.75,344,Condo/Townhome/Row Home/Co-Op,1980,98034,Kirkland,,1275.0,8,5,7," Baseboard heater(s),Electric heat",,,
2890000,4.0,4.5,649,Single Family Home,2018,98033,Kirkland,8276.0,4452.0,9,9,8," Electric heat,Forced air heat", Central A/C,,
1150000,3.0,1.75,553,Single Family Home,1938,98115,Seattle,6098.0,2080.0,10,8,7," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
695000,3.0,2.0,466,Single Family Home,1926,98115,Seattle,2178.0,1490.0,10,8,7," Forced air heat,Natural gas heat",,Fireplace(s): Yes,
479950,4.0,2.5,232,Single Family Home,1971,98178,Seattle,7405.0,2070.0,3,3,3," Forced air heat,Oil heat",,Fireplace(s): Yes,
3650000,4.0,5.25,534,Single Family Home,2003,98056,Renton,0.26,6840.0,6,5,7," Electric heat,Forced air heat", Central A/C,,View: Yes
275000,3.0,1.0,233,Single Family Home,1914,98022,Enumclaw,6970.0,1180.0,5,6,3," Forced air heat,Natural gas heat", Ceiling fan(s),,
945200,2.0,,844,1939,,98112,Seattle,4100.0,1120.0,7,7,8,,,Fireplace: Yes,
788000,3.0,2.0,592,Single Family Home,2018,98107,Seattle,1248.0,1330.0,9,6,6,,,,
449950,3.0,3.0,285,Single Family Home,1997,98014,Carnation,9583.0,1580.0,9,6,5, Electric heat,,,
3150000,4.0,5.5,497,Single Family Home,1977,98177,Seattle,1.57,6338.0,,,," Electric heat,Forced air heat,Natural gas heat",,,
1398000,4.0,2.25,728,Single Family Home,1957,98040,Mercer Island,7841.0,1920.0,10,8,9," Electric heat,Forced air heat,Natural gas heat",,Fireplace(s): Yes,
869990,5.0,,269,single_family,,98045,North Bend,,3229.0,9,6,5,,,,
255499,5.0,,81,single_family,,98045,North Bend,,3136.0,9,6,5,,,,
151999,3.0,,97,single_family,,98045,North Bend,,1560.0,9,6,5,,,,
232499,3.0,,85,single_family,,98045,North Bend,,2734.0,9,6,5,,,,
273999,4.0,,85,single_family,,98045,North Bend,,3217.0,9,6,5,,,,
162499,3.0,,94,single_family,,98045,North Bend,,1736.0,9,6,5,,,,
209999,5.0,,84,single_family,,98045,North Bend,,2512.0,9,6,5,,,,
1194990,5.0,,365,single_family,,98029,Issaquah,,3275.0,7,9,9,,,,
821990,3.0,,411,single_family,,98008,Bellevue,,2002.0,8,4,3,,,,
199499,4.0,,88,single_family,,98045,North Bend,,2256.0,9,6,5,,,,
171999,3.0,,94,single_family,,98045,North Bend,,1833.0,9,6,5,,,,
216499,3.0,,91,single_family,,98045,North Bend,,2382.0,9,6,5,,,,
1094990,4.0,,372,single_family,,98029,Issaquah,,2943.0,7,9,9,,,,
1299990,4.0,,403,single_family,,98029,Issaquah,,3226.0,8,7,6,,,,
459000,3.0,,,single_family,,98023,Federal Way,,0.0,,,,,,,
1359995,5.0,,326,single_family,,98074,Sammamish,,4173.0,9,9,8,,,,
126999,2.0,,116,single_family,,98045,North Bend,,1094.0,9,6,5,,,,
223499,4.0,,84,single_family,,98045,North Bend,,2659.0,9,6,5,,,,
150999,3.0,,89,single_family,,98045,North Bend,,1702.0,9,6,5,,,,
547990,4.0,,257,single_family,,98031,Kent,,2136.0,8,4,5,,,,
642950,4.0,,258,single_family,,98058,Renton,,2494.0,8,6,7,,,,
145999,4.0,,98,single_family,,98045,North Bend,,1485.0,9,6,5,,,,
839950,5.0,3.75,229,Single Family Home,2018,98058,Renton,4792.0,3664.0,,,,,,Fireplace(s): Yes,
951995,5.0,,284,single_family,,98011,Bothell,,3356.0,9,6,6,,,,
924500,4.0,,360,single_family,,98177,Shoreline,,2566.0,5,7,8,,,,
215499,4.0,,88,single_family,,98045,North Bend,,2449.0,9,6,5,,,,
854990,5.0,,276,single_family,,98045,North Bend,,3093.0,9,6,5,,,,
141999,3.0,,106,single_family,,98045,North Bend,,1340.0,9,6,5,,,,
195999,4.0,,81,single_family,,98045,North Bend,,2432.0,9,6,5,,,,
145999,2.0,,113,single_family,,98045,North Bend,,1291.0,9,6,5,,,,
310499,4.0,,89,single_family,,98045,North Bend,,3495.0,9,6,5,,,,
811990,4.0,,250,single_family,,98045,North Bend,,3244.0,9,6,5,,,,
130499,3.0,,109,single_family,,98045,North Bend,,1192.0,9,6,5,,,,
1199950,5.0,2.75,368,Single Family Home,2018,98034,Kirkland,8712.0,3263.0,8,5,7," Forced air heat,Natural gas heat",,Fireplace(s): Yes,
525000,3.0,1.75,341,Single Family Home,1966,98034,Kirkland,7405.0,1540.0,8,5,6," Forced air heat,Natural gas heat",,Fireplace(s): Yes,
219999,4.0,,78,single_family,,98045,North Bend,,2830.0,9,6,5,,,,
179999,3.0,,98,single_family,,98045,North Bend,,1842.0,9,6,5,,,,
143499,3.0,,102,single_family,,98045,North Bend,,1405.0,9,6,5,,,,
554950,5.0,,189,single_family,,98010,Black Diamond,,2933.0,5,5,5,,,,
849990,5.0,,275,single_family,,98045,North Bend,,3093.0,9,6,5,,,,
150999,3.0,,92,single_family,,98045,North Bend,,1634.0,9,6,5,,,,
1226995,5.0,,340,single_family,,98072,Woodinville,,3607.0,7,6,5,,,,
190999,3.0,,86,single_family,,98045,North Bend,,2222.0,9,6,5,,,,
564990,4.0,,208,single_family,,98031,Kent,,2714.0,8,4,5,,,,
255499,3.0,,82,single_family,,98045,North Bend,,3120.0,9,6,5,,,,
1419990,5.0,,417,single_family,,98029,Issaquah,,3404.0,8,7,6,,,,
737000,1.0,1.0,756,Condo/Townhome/Row Home/Co-Op,1900,98104,Seattle,,975.0,7,NR,2," Baseboard heater(s),Electric heat",,,
900000,2.0,1.0,865,Single Family Home,1944,98177,Seattle,0.24,1040.0,5,6,3," Electric heat,Forced air heat",,,
869990,5.0,,269,single_family,,98045,North Bend,,3229.0,9,6,5,,,,
1248000,4.0,3.5,366,Single Family Home,2018,98052,Redmond,4356.0,3408.0,10,8,6," Electric heat,Forced air heat,Natural gas heat",,,
799990,5.0,,289,single_family,,98045,North Bend,,2770.0,9,6,5,,,,
